word	pos	english	register	chain_theme_id	difficulty	fun_score	explanation	source
encomiable	adjective	praiseworthy, commendable	formal_administrative	1	4	6	encomiable — praiseworthy, commendable, worthy of praise	PCIC C2 / RAE
encubrir	verb	to cover up, to conceal	legal_juridical	3	4	7	encubrir — to cover up, to conceal (a crime or wrongdoing)	PCIC C2 / RAE
endémico	adjective	endemic	specialized_scientific	4	4	7	endémico — endemic, native to or restricted to a particular area	PCIC C2 / RAE
endeudamiento	noun	indebtedness	economic_political_advanced	7	4	6	endeudamiento — indebtedness, state of being in debt	PCIC C2 / RAE
enunciar	verb	to enunciate, to state formally	philosophical_rhetorical	2	4	5	enunciar — to enunciate, to state formally or precisely	PCIC C2 / RAE
epigrama	noun	epigram	cultural_arts	8	4	8	epigrama — epigram, a short witty saying or poem	PCIC C2 / RAE
epítome	noun	epitome, embodiment	philosophical_rhetorical	2	4	7	epítome — epitome, a perfect example; summary, abridgment	PCIC C2 / RAE
equidad	noun	equity, fairness	legal_juridical	3	4	6	equidad — equity, fairness, impartiality (especially in legal contexts)	PCIC C2 / RAE
equívoco	adjective	equivocal, ambiguous	philosophical_rhetorical	2	4	7	equívoco — equivocal, ambiguous, susceptible of double interpretation	PCIC C2 / RAE
erradicación	noun	eradication	formal_administrative	1	4	5	erradicación — eradication, complete elimination	PCIC C2 / RAE
erudición	noun	erudition, learning	philosophical_rhetorical	2	4	7	erudición — erudition, profound knowledge through reading and study	PCIC C2 / RAE
escrutinio	noun	scrutiny	formal_administrative	1	4	6	escrutinio — scrutiny, close examination; vote count	PCIC C2 / RAE
esgrimista	noun	fencer, swordsman	cultural_arts	8	5	7	esgrimista — fencer, person who practices fencing	PCIC C2 / RAE
esotérico	adjective	esoteric	philosophical_rhetorical	2	4	7	esotérico — esoteric, intended for or understood by only a small group	PCIC C2 / RAE
espurio	adjective	spurious, illegitimate	formal_administrative	1	5	7	espurio — spurious, illegitimate, false, bastard	PCIC C2 / RAE
estipendio	noun	stipend, fee	formal_administrative	1	4	6	estipendio — stipend, fee, remuneration	PCIC C2 / RAE
estipular	verb	to stipulate	legal_juridical	3	4	6	estipular — to stipulate, to specify as a condition	PCIC C2 / RAE
estrafalario	adjective	outlandish, eccentric	literary_poetic	0	4	7	estrafalario — outlandish, eccentric in dress or behavior	PCIC C2 / RAE
etéreo	adjective	ethereal, airy	literary_poetic	0	4	8	etéreo — ethereal, airy, immaterial, heavenly	PCIC C2 / RAE
eufemismo	noun	euphemism	philosophical_rhetorical	2	4	7	eufemismo — euphemism, a mild expression substituted for a harsh one	PCIC C2 / RAE
evasión	noun	evasion, escapism	psychological_abstract	6	4	6	evasión — evasion, escapism; tax evasion	PCIC C2 / RAE
evocador	adjective	evocative, suggestive	literary_poetic	0	4	7	evocador — evocative, suggestive, bringing back memories	PCIC C2 / RAE
exacerbar	verb	to exacerbate, to aggravate	formal_administrative	1	4	6	exacerbar — to exacerbate, to aggravate, to make worse	PCIC C2 / RAE
exculpar	verb	to exculpate, to clear	legal_juridical	3	4	7	exculpar — to exculpate, to clear of blame, to exonerate	PCIC C2 / RAE
exégesis	noun	exegesis, interpretation	philosophical_rhetorical	2	5	8	exégesis — exegesis, critical interpretation of a text (especially Scripture)	PCIC C2 / RAE
exhortar	verb	to exhort, to urge	formal_administrative	1	4	6	exhortar — to exhort, to urge earnestly	PCIC C2 / RAE
eximir	verb	to exempt, to free from obligation	legal_juridical	3	4	6	eximir — to exempt, to free from a duty or obligation	PCIC C2 / RAE
exordio	noun	exordium, preamble	philosophical_rhetorical	2	5	7	exordio — exordium, the opening section of a speech or treatise	PCIC C2 / RAE
extemporáneo	adjective	extemporaneous, untimely	formal_administrative	1	4	7	extemporáneo — extemporaneous, untimely, not fitting to the occasion	PCIC C2 / RAE
extirpación	noun	extirpation, eradication	formal_administrative	1	5	6	extirpación — extirpation, complete destruction by pulling up by the roots	PCIC C2 / RAE
falacia	noun	fallacy	philosophical_rhetorical	2	4	8	falacia — fallacy, a mistaken belief or faulty reasoning	PCIC C2 / RAE
falaz	adjective	fallacious, deceitful	philosophical_rhetorical	2	4	7	falaz — fallacious, deceitful, misleading	PCIC C2 / RAE
fardo	noun	bale, burden	literary_poetic	0	4	7	fardo — bale (of goods); figurative burden, heavy load	PCIC C2 / RAE
fastuoso	adjective	lavish, ostentatious	literary_poetic	0	4	7	fastuoso — lavish, ostentatious, magnificent	PCIC C2 / RAE
fatalismo	noun	fatalism	philosophical_rhetorical	2	4	7	fatalismo — fatalism, the belief that all events are determined by fate	PCIC C2 / RAE
fatídico	adjective	fateful, ominous	literary_poetic	0	4	8	fatídico — fateful, ominous, prophetically significant	PCIC C2 / RAE
fehaciente	adjective	authentic, irrefutable	legal_juridical	3	4	7	fehaciente — authentic, irrefutable, legally valid (prueba fehaciente)	PCIC C2 / RAE
fenecer	verb	to pass away, to die	archaic_rare	5	5	8	fenecer — to pass away, to die (literary/archaic); to come to an end	PCIC C2 / RAE
feracidad	noun	fertility, fruitfulness	archaic_rare	5	5	7	feracidad — fertility, fruitfulness (of land)	PCIC C2 / RAE
ferviente	adjective	fervent, ardent	literary_poetic	0	4	6	ferviente — fervent, ardent, passionate	PCIC C2 / RAE
fiduciario	adjective	fiduciary	legal_juridical	3	5	7	fiduciario — fiduciary, held in trust; relating to a position of trust	PCIC C2 / RAE
flácido	adjective	flaccid, limp	literary_poetic	0	4	6	flácido — flaccid, limp, soft and feeble	PCIC C2 / RAE
forjar	verb	to forge, to create	literary_poetic	0	4	6	forjar — to forge (metal); to create, to shape (ideas, identity)	PCIC C2 / RAE
fraudulento	adjective	fraudulent	legal_juridical	3	4	6	fraudulento — fraudulent, involving fraud or deception	PCIC C2 / RAE
frugalidad	noun	frugality	philosophical_rhetorical	2	4	7	frugalidad — frugality, economy in use of resources	PCIC C2 / RAE
fugacidad	noun	fleetingness, transience	literary_poetic	0	4	8	fugacidad — fleetingness, transience, the quality of passing quickly	PCIC C2 / RAE
fulgor	noun	brilliance, radiance	literary_poetic	0	5	8	fulgor — brilliance, radiance, dazzling brightness	PCIC C2 / RAE
furtivo	adjective	furtive, stealthy	literary_poetic	0	4	7	furtivo — furtive, stealthy, surreptitious	PCIC C2 / RAE
galanura	noun	elegance, gracefulness	literary_poetic	0	5	8	galanura — elegance, gracefulness, stylishness	PCIC C2 / RAE
gazmoñería	noun	prudishness, sanctimony	literary_poetic	0	4	8	gazmoñería — prudishness, sanctimony, excessive moral fastidiousness	PCIC C2 / RAE
grandilocuente	adjective	grandiloquent, pompous	philosophical_rhetorical	2	4	8	grandilocuente — grandiloquent, pompous, using high-flown language	PCIC C2 / RAE
gregario	adjective	gregarious, herd-like	psychological_abstract	6	4	7	gregario — gregarious; also: herd-like, conformist	PCIC C2 / RAE
hechizar	verb	to bewitch, to enchant	literary_poetic	0	4	7	hechizar — to bewitch, to enchant, to put a spell on	PCIC C2 / RAE
hegemonía	noun	hegemony	economic_political_advanced	7	4	8	hegemonía — hegemony, dominance of one state or group over others	PCIC C2 / RAE
herético	adjective	heretical	formal_administrative	1	4	7	herético — heretical, contrary to established doctrine	PCIC C2 / RAE
hidalgo	noun	nobleman, hidalgo	literary_poetic	0	4	8	hidalgo — a member of the lesser Spanish nobility; a man of honor	PCIC C2 / RAE
hipérbole	noun	hyperbole	philosophical_rhetorical	2	4	7	hipérbole — hyperbole, exaggerated statement not meant literally	PCIC C2 / RAE
hogaño	adverb	nowadays, in our time	archaic_rare	5	5	9	hogaño — nowadays, in our time (archaic/literary counterpart of antaño)	PCIC C2 / RAE
holístico	adjective	holistic	philosophical_rhetorical	2	4	6	holístico — holistic, relating to the whole rather than its parts	PCIC C2 / RAE
homologar	verb	to officially approve, to ratify	formal_administrative	1	4	6	homologar — to officially approve, to ratify, to certify equivalence	PCIC C2 / RAE
hostigar	verb	to harass, to pester	literary_poetic	0	4	7	hostigar — to harass, to pester, to bait	PCIC C2 / RAE
hurgar	verb	to rummage, to poke around	literary_poetic	0	4	6	hurgar — to rummage, to poke around, to pick at (a wound)	PCIC C2 / RAE
iconoclasta	adjective	iconoclastic	philosophical_rhetorical	2	4	8	iconoclasta — iconoclastic, attacking cherished beliefs or institutions	PCIC C2 / RAE
ideología	noun	ideology	economic_political_advanced	7	4	6	ideología — ideology, a system of ideas forming a political or social vision	PCIC C2 / RAE
ignominia	noun	ignominy, disgrace	literary_poetic	0	5	8	ignominia — ignominy, public shame or disgrace	PCIC C2 / RAE
ilícito	adjective	illicit, illegal	legal_juridical	3	4	6	ilícito — illicit, illegal, not sanctioned by law or custom	PCIC C2 / RAE
imparcialidad	noun	impartiality	legal_juridical	3	4	6	imparcialidad — impartiality, the quality of being unbiased	PCIC C2 / RAE
impenitente	adjective	impenitent, unrepentant	literary_poetic	0	5	7	impenitente — impenitent, unrepentant, not showing remorse	PCIC C2 / RAE
imperativo	noun	imperative, compulsion	philosophical_rhetorical	2	4	6	imperativo — imperative, a pressing obligation; (grammar) the imperative mood	PCIC C2 / RAE
impertérrito	adjective	undaunted, unperturbed	literary_poetic	0	5	8	impertérrito — undaunted, unperturbed, unmoved by fear or shock	PCIC C2 / RAE
impetrar	verb	to impetrate, to obtain by entreaty	archaic_rare	5	5	8	impetrar — to impetrate, to obtain by request or entreaty (archaic/formal)	PCIC C2 / RAE
implacable	adjective	implacable, relentless	literary_poetic	0	4	7	implacable — implacable, relentless, impossible to appease	PCIC C2 / RAE
implícito	adjective	implicit, implied	formal_administrative	1	4	5	implícito — implicit, implied, not directly expressed	PCIC C2 / RAE
impunidad	noun	impunity	legal_juridical	3	4	7	impunidad — impunity, exemption from punishment or harm	PCIC C2 / RAE
inaudito	adjective	unheard-of, outrageous	literary_poetic	0	4	7	inaudito — unheard-of, outrageous, unprecedented	PCIC C2 / RAE
incidencia	noun	incidence, impact, rate	formal_administrative	1	4	5	incidencia — incidence, rate of occurrence; impact, effect	PCIC C2 / RAE
incisivo	adjective	incisive, cutting	philosophical_rhetorical	2	4	7	incisivo — incisive, cutting, sharp and direct in expression	PCIC C2 / RAE
incólume	adjective	unscathed, intact	formal_administrative	1	5	7	incólume — unscathed, intact, unhurt	PCIC C2 / RAE
incriminación	noun	incrimination	legal_juridical	3	4	6	incriminación — incrimination, making someone appear guilty	PCIC C2 / RAE
indemnización	noun	indemnification, compensation	legal_juridical	3	4	6	indemnización — indemnification, compensation for loss or damage	PCIC C2 / RAE
indigenismo	noun	indigenism	economic_political_advanced	7	4	7	indigenismo — indigenism, a movement or political policy focused on indigenous peoples	PCIC C2 / RAE
inefable	adjective	ineffable, inexpressible	literary_poetic	0	4	8	inefable — ineffable, too great to be expressed in words	PCIC C2 / RAE
ineludible	adjective	inescapable, unavoidable	formal_administrative	1	4	6	ineludible — inescapable, unavoidable, compulsory	PCIC C2 / RAE
infidencia	noun	breach of trust, infidelity	literary_poetic	0	5	7	infidencia — breach of trust, infidelity, disloyalty	PCIC C2 / RAE
infringir	verb	to infringe, to violate	legal_juridical	3	4	6	infringir — to infringe, to violate (a rule or right)	PCIC C2 / RAE
insostenible	adjective	untenable, unsustainable	formal_administrative	1	4	6	insostenible — untenable, unsustainable, cannot be maintained	PCIC C2 / RAE
interpelación	noun	interpellation	formal_administrative	1	5	7	interpelación — interpellation (formal questioning of a minister in parliament)	PCIC C2 / RAE
intersticio	noun	interstice, gap	philosophical_rhetorical	2	5	7	intersticio — interstice, a small gap or space between things	PCIC C2 / RAE
introspección	noun	introspection	psychological_abstract	6	4	7	introspección — introspection, examination of one's own mental states	PCIC C2 / RAE
inverosímil	adjective	implausible, unlikely	literary_poetic	0	4	7	inverosímil — implausible, unlikely, not resembling the truth	PCIC C2 / RAE
irrefutable	adjective	irrefutable	philosophical_rhetorical	2	4	7	irrefutable — irrefutable, impossible to disprove or deny	PCIC C2 / RAE
irrisorio	adjective	derisory, laughably small	formal_administrative	1	4	7	irrisorio — derisory, laughably small or inadequate	PCIC C2 / RAE
jactancia	noun	boastfulness, braggadocio	literary_poetic	0	4	7	jactancia — boastfulness, braggadocio, excessive self-praise	PCIC C2 / RAE
jerarquía	noun	hierarchy	formal_administrative	1	4	5	jerarquía — hierarchy, a system of persons or things ranked in grades	PCIC C2 / RAE
jerga	noun	jargon, slang	philosophical_rhetorical	2	4	6	jerga — jargon, slang, specialized vocabulary of a group	PCIC C2 / RAE
lacónico	adjective	laconic, terse	philosophical_rhetorical	2	4	7	lacónico — laconic, using very few words, terse	PCIC C2 / RAE
laicismo	noun	laicism, secularism	economic_political_advanced	7	4	7	laicismo — laicism, secularism, the principle of separation of church and state	PCIC C2 / RAE
latifundio	noun	large landed estate, latifundium	economic_political_advanced	7	4	8	latifundio — a large landed estate; system of large landholdings	PCIC C2 / RAE
legado	noun	legacy, bequest	literary_poetic	0	4	6	legado — legacy, bequest; also: a papal legate or envoy	PCIC C2 / RAE
legalidad	noun	legality	legal_juridical	3	4	5	legalidad — legality, conformity to the law	PCIC C2 / RAE
lisonjear	verb	to flatter, to cajole	literary_poetic	0	4	7	lisonjear — to flatter, to cajole, to please with compliments	PCIC C2 / RAE
litigio	noun	litigation, lawsuit	legal_juridical	3	4	6	litigio — litigation, a legal dispute	PCIC C2 / RAE
lozano	adjective	lush, blooming, vigorous	literary_poetic	0	4	7	lozano — lush, blooming, vigorous (of plants or people)	PCIC C2 / RAE
lucidez	noun	lucidity, clarity of mind	psychological_abstract	6	4	7	lucidez — lucidity, clarity of mind, mental sharpness	PCIC C2 / RAE
luctuoso	adjective	mournful, sorrowful	literary_poetic	0	5	7	luctuoso — mournful, sorrowful, causing grief	PCIC C2 / RAE
lúgubre	adjective	lugubrious, gloomy	literary_poetic	0	4	8	lúgubre — lugubrious, gloomy, mournful	PCIC C2 / RAE
magnanimidad	noun	magnanimity	literary_poetic	0	4	7	magnanimidad — magnanimity, generosity of spirit, nobility of mind	PCIC C2 / RAE
malograr	verb	to waste, to bungle, to thwart	literary_poetic	0	4	7	malograr — to waste, to bungle, to thwart (a plan); to cut short (a life)	PCIC C2 / RAE
mansedumbre	noun	meekness, gentleness	literary_poetic	0	5	7	mansedumbre — meekness, gentleness, tameness	PCIC C2 / RAE
marbete	noun	label, tag	formal_administrative	1	4	6	marbete — label, tag, formal designation	PCIC C2 / RAE
máxima	noun	maxim, principle	philosophical_rhetorical	2	4	7	máxima — maxim, a fundamental principle or rule of conduct	PCIC C2 / RAE
mediatizar	verb	to mediatize, to influence	economic_political_advanced	7	4	6	mediatizar — to mediatize; to influence or control indirectly through media	PCIC C2 / RAE
menoscabo	noun	detriment, impairment	formal_administrative	1	4	7	menoscabo — detriment, impairment, lessening (sin menoscabo: without prejudice to)	PCIC C2 / RAE
metáfora	noun	metaphor	cultural_arts	8	4	6	metáfora — metaphor, a figure of speech involving an implicit comparison	PCIC C2 / RAE
meticuloso	adjective	meticulous, scrupulous	formal_administrative	1	4	6	meticuloso — meticulous, scrupulously careful about detail	PCIC C2 / RAE
misantropía	noun	misanthropy	philosophical_rhetorical	2	4	7	misantropía — misanthropy, dislike or distrust of humankind	PCIC C2 / RAE
monarquía	noun	monarchy	economic_political_advanced	7	4	5	monarquía — monarchy, a form of government with a hereditary ruler	PCIC C2 / RAE
mutabilidad	noun	mutability, changeableness	philosophical_rhetorical	2	5	7	mutabilidad — mutability, changeableness, the quality of being subject to change	PCIC C2 / RAE
narcisismo	noun	narcissism	psychological_abstract	6	4	7	narcisismo — narcissism, excessive self-admiration	PCIC C2 / RAE
nefasto	adjective	disastrous, ill-omened	literary_poetic	0	4	7	nefasto — disastrous, ill-omened, fatally unlucky	PCIC C2 / RAE
nihilismo	noun	nihilism	philosophical_rhetorical	2	4	7	nihilismo — nihilism, the rejection of all religious and moral principles	PCIC C2 / RAE
nimio	adjective	trivial, petty, insignificant	literary_poetic	0	4	7	nimio — trivial, petty, insignificant; overly meticulous	PCIC C2 / RAE
noctámbulo	noun	night owl, sleepwalker	literary_poetic	0	4	7	noctámbulo — night owl; sleepwalker; someone who wanders at night	PCIC C2 / RAE
nómade	noun	nomad	literary_poetic	0	4	6	nómade — nomad, a wandering person	PCIC C2 / RAE
obstaculizar	verb	to obstruct, to hinder	formal_administrative	1	4	5	obstaculizar — to obstruct, to hinder, to place obstacles in the way of	PCIC C2 / RAE
obsolescencia	noun	obsolescence	formal_administrative	1	4	6	obsolescencia — obsolescence, the process of becoming outdated	PCIC C2 / RAE
oligarquía	noun	oligarchy	economic_political_advanced	7	4	7	oligarquía — oligarchy, government by a small group	PCIC C2 / RAE
oligopolio	noun	oligopoly	economic_political_advanced	7	5	7	oligopolio — oligopoly, a market dominated by a few sellers	PCIC C2 / RAE
omnipotencia	noun	omnipotence	philosophical_rhetorical	2	4	6	omnipotencia — omnipotence, unlimited power	PCIC C2 / RAE
oprobio	noun	opprobrium, disgrace	literary_poetic	0	5	8	oprobio — opprobrium, public disgrace, ignominy	PCIC C2 / RAE
ostentoso	adjective	ostentatious, showy	literary_poetic	0	4	7	ostentoso — ostentatious, showy, making a vulgar display of wealth	PCIC C2 / RAE
otrora	adverb	once, formerly, in other times	archaic_rare	5	4	8	otrora — once, formerly, in other times (literary/archaic)	PCIC C2 / RAE
palatino	adjective	palatial, relating to a palace	literary_poetic	0	5	7	palatino — palatial, relating to a palace; pertaining to the Palatine Hill	PCIC C2 / RAE
palingenesia	noun	palingenesis, rebirth	philosophical_rhetorical	2	5	8	palingenesia — palingenesis, rebirth, regeneration, metempsychosis	PCIC C2 / RAE
palinodia	noun	palinode, recantation	literary_poetic	0	5	8	palinodia — palinode, a poem recanting what was said in a previous poem; a recantation	PCIC C2 / RAE
parangón	noun	paragon, comparison	literary_poetic	0	4	8	parangón — paragon, a model of excellence; comparison (sin parangón: without equal)	PCIC C2 / RAE
parsimonia	noun	parsimony, deliberateness	philosophical_rhetorical	2	4	7	parsimonia — parsimony, thrift; deliberate slowness and care	PCIC C2 / RAE
patente	adjective	patent, obvious, clear	formal_administrative	1	4	6	patente — patent, obvious, evident; also: a patent (legal right)	PCIC C2 / RAE
patetismo	noun	pathos, bathos	cultural_arts	8	4	7	patetismo — pathos, exaggerated sentimentality; bathos	PCIC C2 / RAE
patronato	noun	patronage, board of trustees	formal_administrative	1	4	6	patronato — patronage, sponsorship; board of trustees or patrons	PCIC C2 / RAE
pedigüeño	adjective	persistent beggar, importunate	literary_poetic	0	4	7	pedigüeño — persistent in begging or requesting; importunate	PCIC C2 / RAE
perogrullada	noun	platitude, truism	philosophical_rhetorical	2	4	8	perogrullada — platitude, truism, obvious statement (from Perogrullo)	PCIC C2 / RAE
pérfido	adjective	perfidious, treacherous	literary_poetic	0	4	8	pérfido — perfidious, treacherous, faithless	PCIC C2 / RAE
perifrástico	adjective	periphrastic, roundabout	philosophical_rhetorical	2	5	7	perifrástico — periphrastic, using many words to express what could be said in fewer	PCIC C2 / RAE
pertinaz	adjective	tenacious, persistent, stubborn	literary_poetic	0	4	7	pertinaz — tenacious, persistent, stubbornly persistent	PCIC C2 / RAE
perverso	adjective	perverse, wicked	literary_poetic	0	4	6	perverso — perverse, wicked, morally corrupt	PCIC C2 / RAE
picaresco	adjective	picaresque	cultural_arts	8	4	8	picaresco — picaresque, of or relating to the Spanish literary genre featuring a rogue hero	PCIC C2 / RAE
plenipotenciario	noun	plenipotentiary	formal_administrative	1	5	8	plenipotenciario — plenipotentiary, a diplomat with full powers to act	PCIC C2 / RAE
pleonasmo	noun	pleonasm	philosophical_rhetorical	2	5	7	pleonasmo — pleonasm, the use of more words than necessary	PCIC C2 / RAE
polemizar	verb	to engage in polemic, to debate	philosophical_rhetorical	2	4	7	polemizar — to engage in polemic, to argue controversially	PCIC C2 / RAE
ponderación	noun	deliberation, balance	philosophical_rhetorical	2	4	6	ponderación — deliberation, careful weighing; balance, fairness	PCIC C2 / RAE
potestad	noun	authority, power	legal_juridical	3	4	7	potestad — authority, power, faculty (legal right to exercise power)	PCIC C2 / RAE
pragmatismo	noun	pragmatism	philosophical_rhetorical	2	4	7	pragmatismo — pragmatism, a philosophical approach focused on practical outcomes	PCIC C2 / RAE
precario	adjective	precarious	formal_administrative	1	4	5	precario — precarious, uncertain, unstable	PCIC C2 / RAE
preclaro	adjective	illustrious, distinguished	literary_poetic	0	5	8	preclaro — illustrious, distinguished, celebrated (literary/formal)	PCIC C2 / RAE
pretermitir	verb	to pass over, to omit	formal_administrative	1	5	7	pretermitir — to pass over, to omit, to disregard (formal)	PCIC C2 / RAE
prevaricación	noun	malfeasance, dereliction of duty	legal_juridical	3	5	8	prevaricación — malfeasance, dereliction of duty (legal: making a corrupt judicial ruling)	PCIC C2 / RAE
prosaico	adjective	prosaic, mundane	literary_poetic	0	4	7	prosaico — prosaic, mundane, dull and lacking imagination	PCIC C2 / RAE
protocolario	adjective	required by protocol, formal	formal_administrative	1	4	6	protocolario — required by protocol, formal, ceremonial	PCIC C2 / RAE
providencia	noun	providence, provision	philosophical_rhetorical	2	4	7	providencia — providence, divine foresight; also: a precautionary measure	PCIC C2 / RAE
pugna	noun	conflict, struggle	literary_poetic	0	4	7	pugna — conflict, struggle, fight (estar en pugna con: to be at odds with)	PCIC C2 / RAE
pungente	adjective	pungent, sharp, piercing	literary_poetic	0	5	7	pungente — pungent, sharp, piercing; stinging	PCIC C2 / RAE
purismo	noun	purism	cultural_arts	8	4	7	purismo — purism, insistence on traditional purity of style or language	PCIC C2 / RAE
quebranto	noun	grief, affliction, loss	literary_poetic	0	4	7	quebranto — grief, affliction, great loss; physical exhaustion	PCIC C2 / RAE
querella	noun	legal complaint, lawsuit	legal_juridical	3	4	7	querella — legal complaint, formal lawsuit; quarrel, dispute	PCIC C2 / RAE
quimérico	adjective	chimerical, fanciful	literary_poetic	0	4	8	quimérico — chimerical, fanciful, wildly imaginative and impossible	PCIC C2 / RAE
quintas esencias	noun	quintessence	philosophical_rhetorical	2	5	7	quintaesencia — quintessence, the most perfect embodiment of something	PCIC C2 / RAE
rebatir	verb	to refute, to rebut	philosophical_rhetorical	2	4	7	rebatir — to refute, to rebut, to counter an argument	PCIC C2 / RAE
rebelarse	verb	to rebel, to revolt	literary_poetic	0	4	5	rebelarse — to rebel, to revolt against authority	PCIC C2 / RAE
recabar	verb	to obtain, to gather	formal_administrative	1	4	6	recabar — to obtain, to gather (information, support) through effort	PCIC C2 / RAE
recalcitrante	adjective	recalcitrant, obstinate	formal_administrative	1	4	7	recalcitrante — recalcitrant, obstinate in defiance of authority	PCIC C2 / RAE
recóndito	adjective	recondite, hidden, obscure	literary_poetic	0	4	8	recóndito — recondite, hidden in obscure places; arcane	PCIC C2 / RAE
rectitud	noun	rectitude, integrity	philosophical_rhetorical	2	4	6	rectitud — rectitude, moral integrity, uprightness	PCIC C2 / RAE
redimir	verb	to redeem, to ransom	literary_poetic	0	4	7	redimir — to redeem, to ransom, to free through payment or sacrifice	PCIC C2 / RAE
refrendar	verb	to countersign, to ratify	formal_administrative	1	4	6	refrendar — to countersign, to ratify, to confirm officially	PCIC C2 / RAE
refutar	verb	to refute, to disprove	philosophical_rhetorical	2	4	6	refutar — to refute, to disprove, to show to be false	PCIC C2 / RAE
reivindicación	noun	claim, demand, vindication	legal_juridical	3	4	7	reivindicación — claim, demand, vindication of a right	PCIC C2 / RAE
relegación	noun	relegation, demotion	formal_administrative	1	4	6	relegación — relegation, demotion to a lower position	PCIC C2 / RAE
renunciación	noun	renunciation, abdication	formal_administrative	1	4	6	renunciación — renunciation, formal giving up of a right or claim	PCIC C2 / RAE
reprimir	verb	to repress, to suppress	formal_administrative	1	4	5	reprimir — to repress, to suppress, to put down by force	PCIC C2 / RAE
rescisión	noun	rescission, cancellation	legal_juridical	3	5	7	rescisión — rescission, cancellation of a contract	PCIC C2 / RAE
resquicio	noun	crack, loophole, glimmer	literary_poetic	0	4	7	resquicio — a crack or narrow opening; figuratively: a loophole, a glimmer of hope	PCIC C2 / RAE
retroactivo	adjective	retroactive	legal_juridical	3	4	6	retroactivo — retroactive, applying to the past as well as the present	PCIC C2 / RAE
rigidez	noun	rigidity, stiffness	philosophical_rhetorical	2	4	5	rigidez — rigidity, stiffness (literal or figurative)	PCIC C2 / RAE
rimbombante	adjective	pompous, high-sounding	literary_poetic	0	4	7	rimbombante — pompous, high-sounding, bombastic	PCIC C2 / RAE
ríndiendos	noun	surrender, yields (archaic)	archaic_rare	5	5	7	rendiciones — surrenders, yields (plural; rendición is the modern standard form)	PCIC C2 / RAE
sagaz	adjective	sagacious, shrewd	literary_poetic	0	4	7	sagaz — sagacious, shrewd, perceptive	PCIC C2 / RAE
saña	noun	fury, spite, cruelty	literary_poetic	0	4	8	saña — fury, spite, cruelty; viciousness	PCIC C2 / RAE
sarcástico	adjective	sarcastic	philosophical_rhetorical	2	4	5	sarcástico — sarcastic, using sharp irony or sarcasm	PCIC C2 / RAE
sendos	adjective	one each, respective	archaic_rare	5	4	8	sendos — one each, respective (each of the mentioned parties received their own; archaic/literary)	PCIC C2 / RAE
sigilo	noun	secrecy, stealth	literary_poetic	0	4	8	sigilo — secrecy, stealth, care to avoid detection	PCIC C2 / RAE
síntesis	noun	synthesis	philosophical_rhetorical	2	4	5	síntesis — synthesis, combining elements into a unified whole	PCIC C2 / RAE
soslayar	verb	to dodge, to sidestep	literary_poetic	0	5	8	soslayar — to dodge, to sidestep (an issue); to look at obliquely	PCIC C2 / RAE
soterrado	adjective	buried, hidden, underlying	literary_poetic	0	4	8	soterrado — buried, hidden, underlying (un conflicto soterrado: a hidden conflict)	PCIC C2 / RAE
subyugar	verb	to subjugate, to captivate	literary_poetic	0	4	7	subyugar — to subjugate, to bring under control; to captivate completely	PCIC C2 / RAE
sufragio	noun	suffrage, vote	economic_political_advanced	7	4	7	sufragio — suffrage, the right to vote; a vote	PCIC C2 / RAE
sufragar	verb	to defray, to pay for	formal_administrative	1	4	6	sufragar — to defray, to pay for (costs); to vote (in some varieties)	PCIC C2 / RAE
suntuoso	adjective	sumptuous, lavish	literary_poetic	0	4	7	suntuoso — sumptuous, lavish, very expensive and luxurious	PCIC C2 / RAE
suplantación	noun	usurpation, impersonation	legal_juridical	3	4	7	suplantación — usurpation, impersonation, taking someone else's identity	PCIC C2 / RAE
susurro	noun	whisper, murmur	literary_poetic	0	4	6	susurro — whisper, murmur, soft sound	PCIC C2 / RAE
talante	noun	disposition, willingness	literary_poetic	0	4	7	talante — disposition, mood; willingness (buen talante: good grace)	PCIC C2 / RAE
tautología	noun	tautology	philosophical_rhetorical	2	4	7	tautología — tautology, unnecessary repetition of an idea in different words	PCIC C2 / RAE
tenaz	adjective	tenacious, persistent	literary_poetic	0	4	6	tenaz — tenacious, persistent, holding firmly	PCIC C2 / RAE
tersura	noun	smoothness, elegance	literary_poetic	0	5	8	tersura — smoothness, elegance (of style or skin)	PCIC C2 / RAE
timorato	adjective	timid, fearful, overcautious	literary_poetic	0	4	7	timorato — timid, fearful, overcautious; also: excessively religious	PCIC C2 / RAE
torcido	adjective	crooked, twisted	literary_poetic	0	4	5	torcido — crooked, twisted; also: unfair, corrupt	PCIC C2 / RAE
tortuoso	adjective	tortuous, winding	literary_poetic	0	4	7	tortuoso — tortuous, winding; devious, indirect	PCIC C2 / RAE
traición	noun	treason, betrayal	literary_poetic	0	4	5	traición — treason, betrayal, treachery	PCIC C2 / RAE
transcendental	adjective	transcendental, momentous	philosophical_rhetorical	2	4	6	transcendental — transcendental; of great importance, momentous	PCIC C2 / RAE
trastornar	verb	to upset, to disturb	psychological_abstract	6	4	6	trastornar — to upset, to disturb, to turn upside down	PCIC C2 / RAE
tributar	verb	to pay tribute, to render	formal_administrative	1	4	6	tributar — to pay tribute; to render (homage, taxes)	PCIC C2 / RAE
truculento	adjective	truculent, grisly	literary_poetic	0	4	7	truculento — truculent, grisly, savagely brutal	PCIC C2 / RAE
